index,name,role,age,market_value,nationality,from_club,from_league,to_club,to_league,transfer_values
6311,Nemanja Tomic,Right Winger,30,-,Serbia,AO Trikala,Football League,Football League,Without Club,-
6312,Daniel Halfar,Attacking Midfield,30,-,Germany,1.FC K'lautern,3.Liga,3.Liga,Unknown,Free Transfer
6313,Kacper Przybylko,Centre-Forward,25,-,Poland,1.FC K'lautern,3.Liga,3.Liga,Unknown,Free Transfer
6314,Vladimir Gadzhev,Central Midfield,31,-,Bulgaria,Anorthosis,First Division,First Division,Without Club,-
6315,Roberto Lago,Left-Back,32,-,Spain,APOEL Nicosia,First Division,First Division,Without Club,-
6316,Joseph Baffo,Centre-Back,25,-,Sweden,E. Braunschweig,3.Liga,3.Liga,Unknown,Free Transfer
6317,Víctor Pérez,Central Midfield,30,-,Spain,Bengaluru FC,Indian Super League,Indian Super League,Without Club,-
6318,Louis Samson,Defensive Midfield,23,-,Germany,E. Braunschweig,3.Liga,3.Liga,Unknown,Free Transfer
6319,Davide Brivio,Left-Back,30,-,Italy,Genoa,Serie A,Serie A,Without Club,-
6320,Joseba Muguruza,Right Winger,24,-,Spain,Real Sociedad B,2ª B - Grupo II,2ª B - Grupo II,Without Club,-
6321,Damir Kahriman,Goalkeeper,33,-,Serbia,Red Star,SuperLiga,SuperLiga,Without Club,-
6322,Dominic Maroh,Centre-Back,31,-,Slovenia,1. FC Köln,2.Bundesliga,2.Bundesliga,Without Club,-
6323,Juan Carlos Silva,Left Midfield,30,-,Mexico,Xelajú,Xelajú,Xelajú,Unknown,Free Transfer
6324,Bader Al-Nakhli,Centre-Back,30,-,Saudi Arabia,Ittihad,Professional League,Professional League,Without Club,-
6325,Adnan Falatah,Left-Back,34,-,Saudi Arabia,Ittihad,Professional League,Professional League,Without Club,?
6326,Dmitri Chistyakov,Centre-Back,24,-,Russia,Shinnik,1.Division,1.Division,Without Club,-
6327,Paulo Machado,Central Midfield,32,-,Portugal,Desportivo Aves,Liga NOS,Liga NOS,Without Club,-
6328,McDonald Mariga,Defensive Midfield,31,-,Kenya,Real Oviedo,LaLiga2,LaLiga2,Without Club,-
6329,Marcel Titsch Rivero,Defensive Midfield,28,-,Germany,1.FC Heidenheim,2.Bundesliga,2.Bundesliga,Without Club,-
6330,Karim Haggui,Centre-Back,34,-,Tunisia,FC St. Gallen,Super League,Super League,Without Club,-
6331,Bocundji Ca,Defensive Midfield,31,-,Guinea-Bissau,SC Bastia,SC Bastia,SC Bastia,Without Club,-
6332,Rubén Miño,Goalkeeper,29,-,Spain,Albacete,LaLiga2,LaLiga2,Without Club,-
6333,Miguel Caneo,Attacking Midfield,35,-,Argentina,Quilmes,Primera B Nacional,Primera B Nacional,Without Club,-
6334,Josué Domínguez,Left Midfield,18,-,Mexico,Monterrey II,Monterrey II,CD Cruz Azul,Liga MX Apertura,Loan
6335,Toni Tasev,Left Winger,24,-,Bulgaria,Botev Plovdiv,Parva Liga,Parva Liga,Without Club,-
6336,Michael Görlitz,Right Winger,31,-,Germany,1860 Munich,3.Liga,3.Liga,Unknown,Free Transfer
6337,Mehmet Güven,Defensive Midfield,31,-,Turkey,Osmanlispor,1.Lig,1.Lig,Without Club,-
6338,Volkan Sen,Right Winger,31,-,Turkey,Konyaspor,Süper Lig,Süper Lig,Without Club,-
6339,Olcan Adin,Right Midfield,32,-,Turkey,Akhisarspor,Süper Lig,Süper Lig,Without Club,-
6340,Kazenga LuaLua,Left Winger,27,-,DR Congo,Sunderland,League One,League One,Without Club,-
6341,Iñaki Sáenz,Left-Back,30,-,Spain,CD Tenerife,LaLiga2,LaLiga2,Without Club,-
6342,David Carney,Left Winger,34,-,Australia,Sydney FC,A-League,A-League,Without Club,-
6343,Leandro Marín,Right-Back,26,-,Argentina,Lausanne-Sport,Challenge League,Challenge League,Without Club,-
6344,Sasa Novakovic,Centre-Back,27,-,Croatia,FK Sarajevo,Premijer Liga,Premijer Liga,Without Club,?
6345,Reagy Ofosu,Left Winger,26,-,Germany,Spartak Trnava,Fortuna Liga,Fortuna Liga,Without Club,-
6346,Aleandro Rosi,Right-Back,31,-,Italy,Genoa,Serie A,Serie A,Without Club,-
6347,Jesús Gámez,Right-Back,33,-,Spain,Newcastle,Premier League,Premier League,Without Club,-
6348,Diego Cavalieri,Goalkeeper,35,-,Brazil,Crystal Palace,Premier League,Premier League,Without Club,-
6349,Cheong-yong Lee,Right Winger,30,-,"Korea, South",Crystal Palace,Premier League,Premier League,Without Club,-
6350,Renato Reis,Right Winger,27,-,Portugal,Desportivo Aves,Liga NOS,Liga NOS,Without Club,-
6351,Wallace Oliveira,Right-Back,24,-,Brazil,Chelsea,Premier League,Premier League,Without Club,-
6352,Claudio Yacob,Defensive Midfield,31,-,Argentina,West Brom,Championship,Championship,Without Club,-
6353,Gareth McAuley,Centre-Back,38,-,Northern Ireland,West Brom,Championship,Championship,Without Club,-
6354,Giuseppe Rossi,Centre-Forward,31,-,Italy,Genoa,Serie A,Serie A,Without Club,-
6355,Berat Sadik,Centre-Forward,31,-,Finland,Doxa Katokopias,First Division,First Division,Without Club,-
6356,Édson Gutiérrez,Right-Back,22,-,Mexico,Celaya,Ascenso MX Apertura,Monterrey,Liga MX Apertura,?
6357,Alejandro Mayorga,Left-Back,21,-,Mexico,Guadalajara II,Guadalajara II,Necaxa,Liga MX Apertura,Loan
6358,Jesús Zavala,Defensive Midfield,31,-,Mexico,Monterrey,Liga MX Apertura,Liga MX Apertura,Unknown,Free Transfer
6359,Lorenzo Callegari,Central Midfield,20,-,France,Paris SG B,Paris SG B,Genoa,Serie A,Free Transfer
6360,Kay,Centre-Back,30,-,Cape Verde,Omonia Nikosia,First Division,First Division,Without Club,-
6361,Rohan Ince,Defensive Midfield,25,-,England,Brighton,Premier League,Premier League,Without Club,-
6362,Hovhannes Hambardzumyan,Right-Back,27,-,Armenia,Vardar,Prva liga,Prva liga,Without Club,-
6363,Ruslan Rotan,Central Midfield,36,-,Ukraine,Dynamo Kyiv,Premier Liga,Premier Liga,Without Club,-
6364,Alberto Lora,Right-Back,31,-,Spain,Sporting Gijón,LaLiga2,LaLiga2,Without Club,-
6365,Álex López,Central Midfield,30,-,Spain,Sporting Gijón,LaLiga2,LaLiga2,Without Club,-
6366,Marko Zivkovic,Right-Back,24,-,Serbia,Dunajska Streda,Fortuna Liga,Fortuna Liga,Without Club,-
6367,Stefan Askovski,Left-Back,26,-,Macedonia,Fortuna Sittard,Eredivisie,Eredivisie,Unknown,?
6368,Cristian López,Centre-Forward,29,-,Spain,Lens,Ligue 2,Ligue 2,Without Club,-
6369,Javier Vatter,Attacking Midfield,27,-,Argentina,Tristan Suarez,Tristan Suarez,Tristan Suarez,Without Club,-
6370,Bakary Sako,Left Winger,30,-,Mali,Crystal Palace,Premier League,Premier League,Without Club,-
6371,Florin Bérenguer,Left Midfield,29,-,France,FC Sochaux,Ligue 2,Ligue 2,Without Club,-
6372,Yann Jouffre,Right Midfield,34,-,France,FC Metz,Ligue 2,Ligue 2,Without Club,-
6373,Benoît Assou-Ekotto,Left-Back,34,-,Cameroon,FC Metz,Ligue 2,Ligue 2,Unknown,?
6374,Djiman Koukou,Defensive Midfield,27,-,Benin,Lens,Ligue 2,Ligue 2,Without Club,-
6375,Florian Martin,Left Midfield,28,-,France,FC Sochaux,Ligue 2,Ligue 2,Without Club,-
6376,Geoffrey Bia,Right Winger,29,-,Belgium,Kayserispor,Süper Lig,Süper Lig,Without Club,-
6377,Dalibor Veselinovic,Centre-Forward,30,-,Serbia,G. Ajaccio,Ligue 2,Ligue 2,Without Club,-
6378,Ilya Petrov,Central Midfield,23,-,Russia,Leiria,Leiria,Mordovia,1.Division,Free Transfer
6379,Nikita Lapin,Right-Back,25,-,Russia,Khimki,1.Division,1.Division,Without Club,-
6380,Ricardo Alves,Attacking Midfield,25,-,Portugal,NK Olimpija,Prva Liga,Prva Liga,Without Club,Free Transfer
6381,Brendan Moloney,Right-Back,29,-,Ireland,Northampt. Town,League Two,League Two,Without Club,-
6382,Lukas Rotpuller,Centre-Back,27,-,Austria,Real Valladolid,LaLiga,LaLiga,Without Club,-
6383,Charly Charrier,Attacking Midfield,32,-,France,SC Amiens,Ligue 1,Ligue 1,Without Club,-
6384,Karl Henry,Defensive Midfield,35,-,England,Bolton,Championship,Championship,Without Club,-
6385,Jan Kirchhoff,Defensive Midfield,27,-,Germany,Bolton,Championship,Championship,Without Club,-
6386,Omar,Right Winger,30,-,Spain,CD Leganés,LaLiga,LaLiga,Without Club,-
6387,Alejandro Domínguez,Attacking Midfield,37,-,Argentina,Rayo Vallecano,LaLiga,LaLiga,Without Club,-
6388,Manucho,Centre-Forward,35,-,Angola,Rayo Vallecano,LaLiga,LaLiga,Without Club,-
6389,Daisuke Suzuki,Centre-Back,28,-,Japan,Gimnàstic,LaLiga2,LaLiga2,Without Club,-
6390,Miguel de las Cuevas,Right Winger,32,-,Spain,CA Osasuna,LaLiga2,LaLiga2,Without Club,-
6391,Philipp Zulechner,Centre-Forward,28,-,Austria,Sturm Graz,Bundesliga,Bundesliga,Unknown,Free Transfer
6392,Harvey St Clair,Left Winger,19,-,Scotland,Chelsea U23,Premier League 2,Venezia,Serie B,Free Transfer
6393,André Santos,Defensive Midfield,29,-,Portugal,CS U Craiova,Liga 1,Liga 1,Without Club,-
6394,Gregorio Torres,Attacking Midfield,32,-,Mexico,Real Estelí FC,Real Estelí FC,Real Estelí FC,Unknown,Free Transfer
6395,Jay Emmanuel-Thomas,Centre-Forward,27,-,England,QPR,Championship,Championship,Without Club,-
6396,Nedum Onuoha,Centre-Back,31,-,England,QPR,Championship,Championship,Without Club,-
6397,Scott Golbourne,Left-Back,30,-,England,Bristol City,Championship,Championship,Without Club,-
6398,Adam Hammill,Right Winger,30,-,England,Barnsley FC,League One,League One,Without Club,-
6399,Matt Mills,Centre-Back,32,-,England,Barnsley FC,League One,League One,Without Club,-
6400,Jude Nworuh,Centre-Forward,29,-,Nigeria,Chennaiyin FC,Indian Super League,Indian Super League,Without Club,-
6401,David Meza,Central Midfield,30,-,Paraguay,Neftchi Baku,Premyer Liqasi,Premyer Liqasi,Without Club,-
6402,Ruslan Mingazow,Right Midfield,26,-,Turkmenistan,Slavia Prag,HET Liga,HET Liga,Without Club,-
6403,Romain Thibault,Centre-Forward,27,-,France,FC Sète 34,FC Sète 34,FC Sète 34,Without Club,-
6404,Vincent Le Baron,Left Winger,29,-,France,St. Co Locminé,St. Co Locminé,St. Co Locminé,Unknown,Free Transfer
6405,Aleksandar Miljkovic,Right-Back,28,-,Serbia,Amkar Perm,Amkar Perm,Amkar Perm,Without Club,-
6406,Diego Vela,Right Midfield,26,-,Spain,Diósgyőr,NB I.,NB I.,Without Club,-
6407,Kenan Hadzic,Right-Back,24,-,Croatia,Zeljeznicar,Premijer Liga,Premijer Liga,Without Club,?
6408,Enrique Esqueda,Centre-Forward,30,-,Mexico,Arka Gdynia,Ekstraklasa,Ekstraklasa,Without Club,-
6409,Sílvio,Right-Back,30,-,Portugal,Braga B,Ledman Liga Pro,Ledman Liga Pro,Without Club,-
6410,Aleksandar Mirkov,Defensive Midfield,22,-,Serbia,FK Becej,Prva liga,Vojvodina,SuperLiga,?
6411,Jovan Nisic,Central Midfield,20,-,Serbia,Partizan,SuperLiga,Vozdovac ,SuperLiga,Free Transfer
6412,Aldo Cruz,Left-Back,20,-,Mexico,CF América U20,CF América U20,Lobos,Liga MX Apertura,Loan
6413,Patrik Mraz,Left-Back,31,-,Slovakia,Sandecja,1 Liga,1 Liga,Without Club,-
6414,Georgios Koutroubis,Centre-Back,27,-,Greece,Standard Liège,Jupiler Pro League,Jupiler Pro League,Unknown,Free Transfer
6415,Uros Vitas,Centre-Back,26,-,Serbia,KV Mechelen,Proximus League,Proximus League,Without Club,-
6416,Milos Stojanovic,Centre-Back,21,-,Serbia,Vozdovac ,SuperLiga,SuperLiga,Without Club,-
6417,Teddy Mézague,Centre-Back,28,-,France,Mouscron,Jupiler Pro League,Jupiler Pro League,Without Club,-
6418,Mohamed Aidara,Defensive Midfield,28,-,France,Mouscron,Jupiler Pro League,Jupiler Pro League,Without Club,-
6419,Merveille Goblet,Goalkeeper,23,-,Belgium,Waasl.-Beveren,Jupiler Pro League,Jupiler Pro League,Without Club,-
6420,Bryan de Jesús,Centre-Forward,23,-,Ecuador,Necaxa,Liga MX Apertura,Liga MX Apertura,Unknown,?
6421,Dylan Gissi,Centre-Back,27,-,Switzerland,Defensa,Primera División,Primera División,Without Club,-
6422,Gabriel Iancu,Second Striker,24,-,Romania,Termalica,1 Liga,1 Liga,Without Club,-
6423,Federico Pintos,Defensive Midfield,25,-,Uruguay,Rentistas,Segunda División,Segunda División,Without Club,-
6424,Javier Grbec,Centre-Forward,32,-,Argentina,CA Mitre,Primera B Nacional,Primera B Nacional,Without Club,-
6425,Gaston Bottino,Right-Back,32,-,Argentina,CA Mitre,Primera B Nacional,Primera B Nacional,Without Club,-
6426,Damián Toledo,Defensive Midfield,35,-,Argentina,CD Morón,Primera B Nacional,Primera B Nacional,Without Club,?
6427,Geoffrey Lembet,Goalkeeper,29,-,Central African Republic,Stade Laval,Championnat National,Championnat National,Without Club,-
6428,Guillaume Loriot,Central Midfield,32,-,France,FC Chambly,Championnat National,Championnat National,Without Club,-
6429,Miguel Veloso,Defensive Midfield,32,-,Portugal,Genoa,Serie A,Serie A,Without Club,-
6430,Valeri Fedorchuk,Central Midfield,29,-,Ukraine,Riga,Virsliga,Virsliga,Without Club,-
6431,Sergiy Zagynaylov,Centre-Forward,27,-,Ukraine,Riga,Virsliga,Virsliga,Without Club,-
6432,Ivan Bobko,Central Midfield,27,-,Ukraine,Chornomorets,Premier Liga,Premier Liga,Without Club,-
6433,Mathieu Duhamel,Centre-Forward,34,-,France,Foggia,Serie B,Serie B,Without Club,-
6434,Federico Macheda,Centre-Forward,27,-,Italy,Novara,Serie C - A,Serie C - A,Without Club,-
6435,Jack Rodwell,Defensive Midfield,27,-,England,Sunderland,League One,League One,Without Club,-
6436,László Köteles,Goalkeeper,33,-,Hungary,FC Copenhagen,Superligaen,Superligaen,Without Club,Free Transfer
6437,Joel Acosta,Right Winger,27,-,Argentina,O'Higgins,Primera División,Primera División,Without Club,-
6438,Boukary Dramé,Left-Back,33,-,Senegal,SPAL,Serie A,Serie A,Without Club,-
6439,Michael Agazzi,Goalkeeper,34,-,Italy,Ascoli,Serie B,Serie B,Without Club,-
6440,Mariano Izco,Central Midfield,35,-,Argentina,Crotone,Serie B,Serie B,Without Club,-
6441,Vasyl Kobin,Right-Back,33,-,Ukraine,Tobol Kostanay,Premier Liga,Premier Liga,Without Club,-
6442,Tendai Ndoro,Centre-Forward,30,-,Zimbabwe,Ajax Cape Town,Ajax Cape Town,Ajax Cape Town,Without Club,-
6443,Stefan Stangl,Left-Back,26,-,Austria,RB Salzburg,Bundesliga,Bundesliga,Without Club,-
6444,Anton Savin,Left Winger,28,-,Ukraine,FK Poltava,FK Poltava,FK Poltava,Without Club,-
6445,Oleg Mishchenko,Right Winger,28,-,Ukraine,FK Poltava,FK Poltava,FK Poltava,Without Club,-
6446,Míchel,Right-Back,28,-,Brazil,UD Las Palmas,LaLiga2,LaLiga2,Without Club,-
6447,Javi Álamo,Right Winger,30,-,Spain,UD Almería,LaLiga2,LaLiga2,Without Club,-
6448,Rodri,Central Midfield,29,-,Spain,CD El Ejido,2ª B - Grupo IV,2ª B - Grupo IV,Without Club,-
6449,Yura Movsisyan,Centre-Forward,31,-,Armenia,Salt Lake,MLS,MLS,Without Club,-
6450,Germain Kouadio,Left Winger,25,-,Cote d'Ivoire,Celik Zenica,Premijer Liga,Premijer Liga,Without Club,?
6451,Oleksiy Antonov,Centre-Forward,32,-,Ukraine,Ventspils,Virsliga,Virsliga,Without Club,-
6452,Marko Iharos,Right-Back,22,-,Croatia,Suduva,A Lyga,A Lyga,Without Club,-
6453,Deshorn Brown,Centre-Forward,27,-,Jamaica,Lorca FC,Lorca FC,Lorca FC,Without Club,-
6454,Greg Halford,Centre-Back,33,-,England,Cardiff,Premier League,Premier League,Without Club,-
6455,Boris Garrós,Centre-Forward,30,-,Spain,Recr. Huelva,2ª B - Grupo IV,2ª B - Grupo IV,Without Club,-
6456,Martín Tonso,Attacking Midfield,28,-,Argentina,Asteras Tripoli,Super League,Super League,Without Club,-
6457,Alessandro Cordaro,Right Winger,32,-,Belgium,Zulte Waregem,Jupiler Pro League,Jupiler Pro League,Without Club,-
6458,Balázs Dzsudzsák,Left Winger,31,-,Hungary,Al-Wahda FC,UAE Gulf League,UAE Gulf League,Without Club,-
6459,Chuma Anene,Centre-Forward,25,-,Norway,Kairat Almaty,Premier Liga,Premier Liga,Without Club,-
6460,Jair,Centre-Forward,30,-,Brazil,YB Funde,League One,League One,Without Club,-
6461,Vance Sikov,Centre-Back,33,-,Macedonia,Tobol Kostanay,Premier Liga,Premier Liga,Without Club,?
6462,Evgen Chumak,Defensive Midfield,23,-,Ukraine,Desna,Premier Liga,Premier Liga,Without Club,-
6463,Andriy Novak,Goalkeeper,29,-,Ukraine,Chornomorets,Premier Liga,Premier Liga,Without Club,-
6464,Serge Gakpé,Right Midfield,31,-,Togo,SC Amiens,Ligue 1,Ligue 1,Without Club,-
6465,Abdeladim Khadrouf,Right Winger,33,-,Morocco,Raja Casablanca,Botola Pro,Botola Pro,Without Club,-
6466,Nicolás Del Grecco,Centre-Back,24,-,Argentina,Olimpia,Olimpia,Chicago Fire,MLS,?
6467,Jamshed Rakhmonov,Right-Back,21,-,Russia,Kazanka,PFL West,PFL West,Unknown,?
6468,Josip Projic,Left-Back,31,-,Serbia,Zeljeznicar,Premijer Liga,Premijer Liga,Without Club,?
6469,Mërgim Mavraj,Centre-Back,32,-,Albania,Hamburger SV,2.Bundesliga,2.Bundesliga,Without Club,-
6470,Stephan Palla,Left-Back,29,-,Philippines,SKN St. Pölten,Bundesliga,Bundesliga,Unknown,Free Transfer
6471,Martin Pusic,Centre-Forward,30,-,Austria,AC Horsens,Superligaen,Superligaen,Without Club,-
6472,Anton Postupalenko,Attacking Midfield,30,-,Ukraine,Torpedo Zhodino,Vysheyshaya Liga,Vysheyshaya Liga,Without Club,-
6473,Claudio Herrera,Right-Back,30,-,Uruguay,River Plate,Primera División,Primera División,Without Club,-
6474,Marko Stanojevic,Central Midfield,30,-,Serbia,FC Astana,Premier Liga,Premier Liga,Without Club,-
6475,Maksym Feshchuk,Centre-Forward,32,-,Ukraine,Arsenal Kyiv,Premier Liga,Premier Liga,Without Club,-
6476,Nathan Oduwa,Left Winger,22,-,England,NK Olimpija,Prva Liga,Prva Liga,Without Club,?
6477,Djordje Despotovic,Centre-Forward,26,-,Serbia,FC Astana,Premier Liga,Premier Liga,Without Club,?
6478,Sergey Kislyak,Defensive Midfield,31,-,Belarus,Irtysh,Premier Liga,Premier Liga,Without Club,?
6479,Adrien Bongiovanni,Centre-Forward,18,-,Belgium,Monaco,Ligue 1,Cercle Brugge,Jupiler Pro League,Loan
6480,Alberto Aquilani,Central Midfield,34,-,Italy,UD Las Palmas,LaLiga2,LaLiga2,Without Club,-
6481,Roman Mysak,Goalkeeper,26,-,Ukraine,Olimpik Donetsk,Premier Liga,Premier Liga,Without Club,-
6482,Oleksandr Migunov,Left Midfield,24,-,Ukraine,Schachtjor K.,Premier Liga,Premier Liga,Without Club,-
6483,Hrvoje Spahija,Centre-Back,30,-,Croatia,Ordabasy,Premier Liga,Premier Liga,Without Club,Free Transfer
6484,Juan Pablo Pino,Right Winger,31,-,Colombia,Barito Putera,Liga 1,Liga 1,Without Club,-
6485,Ibrahima Sory Sankhon,Defensive Midfield,22,-,Guinea,Horoya AC,Horoya AC,Sint-Truiden,Jupiler Pro League,?
6486,Stefan Zivkovic,Left-Back,28,-,Serbia,Atyrau,Premier Liga,Premier Liga,Without Club,-
6487,Morgan Amalfitano,Right Winger,33,-,France,Stade Rennais,Ligue 1,Ligue 1,Without Club,-
6488,Veli Kavlak,Central Midfield,29,-,Austria,Besiktas,Süper Lig,Süper Lig,Without Club,-
6489,Jerry Mbakogu,Centre-Forward,25,-,Nigeria,Carpi FC,Serie B,Serie B,Without Club,-
6490,Brimah Razak,Goalkeeper,31,-,Ghana,Sundowns,ABSA Premiership,ABSA Premiership,Without Club,-
6491,Martin Ovenstad,Central Midfield,24,-,Norway,Sturm Graz,Bundesliga,Bundesliga,Without Club,-
6492,Darren Lyon,Central Midfield,23,-,Scotland,Hamilton Acad.,Premiership,Premiership,Without Club,-
6493,Ousmane Dramé,Left Winger,26,-,France,Moreirense ,Liga NOS,Liga NOS,Without Club,-
6494,Aaron Olanare,Centre-Forward,24,-,Nigeria,CSKA Moscow,Premier Liga,Premier Liga,Without Club,-
6495,Claudio Marchisio,Central Midfield,32,-,Italy,Juventus,Serie A,Serie A,Without Club,-
6496,Mentor Mazrekaj,Left Winger,29,-,Kosovo,FC Prishtina,IPKO Superliga,IPKO Superliga,Without Club,-
6497,Nicola Belmonte,Centre-Back,31,-,Italy,Perugia,Serie B,Serie B,Without Club,-
6498,Júlio Baptista,Attacking Midfield,36,-,Brazil,Attacking Midfield,Without Club,CFR Cluj,Liga 1,-
6499,Aleksandr Sapeta,Central Midfield,29,-,Russia,Rostov,Premier Liga,Premier Liga,Without Club,-
6500,Evgeni Makeev,Left-Back,29,-,Russia,Rostov,Premier Liga,Premier Liga,Without Club,-
6501,Christophe Vincent,Defensive Midfield,25,-,France,Cercle Brugge,Jupiler Pro League,Jupiler Pro League,Without Club,-
6502,Pablo González,Centre-Forward,33,-,Argentina,Alessandria,Serie C - A,Serie C - A,Without Club,-
6503,Federico Gerardi,Centre-Forward,30,-,Italy,Pordenone ,Serie C - B,Serie C - B,Without Club,-
6504,Ramin Rezaeian,Right-Back,28,-,Iran,KV Oostende,Jupiler Pro League,Jupiler Pro League,Without Club,-
6505,Alexandros Kouros,Left-Back,25,-,Greece,Apollon Smyrnis,Super League,Super League,Without Club,-
6506,Duncan,Centre-Forward,33,-,Denmark,Pogon Szczecin,Ekstraklasa,Ekstraklasa,Without Club,-
6507,Stephen Buyl,Left Winger,25,-,Belgium,Cercle Brugge,Jupiler Pro League,Jupiler Pro League,Without Club,-
6508,Federico Crivelli,Goalkeeper,36,-,Argentina,Tigre,Primera División,Primera División,Without Club,-
6509,Ederson,Attacking Midfield,32,-,Brazil,Flamengo,Série A,Série A,Career break,?
6510,Simon Pouplin,Goalkeeper,33,-,France,OGC Nice,Ligue 1,Ligue 1,Without Club,-
6511,Albert Rafetraniaina,Defensive Midfield,21,-,Madagascar,OGC Nice,Ligue 1,Ligue 1,Without Club,-
6512,Mohammed Aoulad,Centre-Forward,27,-,Belgium,Wydad AC,Botola Pro,Botola Pro,Without Club,-
6513,Tsepo Masilela,Left-Back,33,-,South Africa,Kaizer Chiefs,ABSA Premiership,ABSA Premiership,Without Club,-
6514,Alexandre Coeff,Defensive Midfield,26,-,France,Udinese Calcio,Serie A,Serie A,Without Club,-
6515,Louis Beyer,Right-Back,18,-,Germany,M'gladbach U19,A-Junioren Bundesliga West,Bor. M'gladbach,1.Bundesliga,-
6516,Ahmad Ibrahim Khalaf,Centre-Back,26,-,Iraq,Al-Ettifaq,Professional League,Professional League,Without Club,-
6517,Laurens Paulussen,Right-Back,28,-,Belgium,KV Mechelen,Proximus League,Proximus League,Without Club,-
6518,Gabriel Agbonlahor,Centre-Forward,31,-,England,Aston Villa,Championship,Championship,Without Club,-
6519,Christopher Samba,Centre-Back,34,-,Congo,Aston Villa,Championship,Championship,Without Club,-
6520,Lacina Traoré,Centre-Forward,28,-,Cote d'Ivoire,Monaco,Ligue 1,Ligue 1,Without Club,-
6521,Elderson,Left-Back,30,-,Nigeria,Monaco,Ligue 1,Ligue 1,Without Club,-
6522,Jim O'Brien,Central Midfield,30,-,Scotland,Ross County,Championship,Championship,Without Club,-
6523,Adrien Bongiovanni,Centre-Forward,18,-,Belgium,Monaco B,Monaco B,Monaco,Ligue 1,-
6524,Patrick Rakovsky,Goalkeeper,25,-,Germany,Lierse SK,Lierse SK,Lierse SK,Without Club,-
6525,Koen Weuts,Centre-Back,27,-,Belgium,Lierse SK,Lierse SK,Lierse SK,Without Club,-
6526,Jonas Vinck,Right-Back,23,-,Belgium,Lierse SK,Lierse SK,Lierse SK,Without Club,-
6527,Boubacar Diarra,Defensive Midfield,24,-,Mali,Lierse SK,Lierse SK,Lierse SK,Without Club,-
